"Département - commune","Libellé de la commune","Région","Département","Code géographique du bassin de vie 2012","Libellé du bassin de vie 2012",,
"COM","LIB_COM","REG","DEP","BV","LIBBV",,
"27698","Vitot","23","27","27428","Le Neubourg",,
"27699","Voiscreville","23","27","76540","Rouen",,
"27700","Vraiville","23","27","27375","Louviers",,
"27701","Val-de-Reuil","23","27","27375","Louviers",,
"28001","Abondant","24","28","28134","Dreux",,
"28002","Allaines-Mervilliers","24","28","28199","Janville",,
"28003","Allainville","24","28","28134","Dreux",,
"28004","Allonnes","24","28","28422","Voves",,
"28005","Alluyes","24","28","28051","Bonneval",,
"28006","Amilly","24","28","28085","Chartres",,
"28007","Anet","24","28","27230","Ézy-sur-Eure",,
"28008","Ardelles","24","28","28089","Châteauneuf-en-Thymerais",,
"28009","Ardelu","24","28","91016","Angerville",,
"28010","Argenvilliers","24","28","28280","Nogent-le-Rotrou",,
"28012","Arrou","24","28","28061","Brou",,
"28013","Aunay-sous-Auneau","24","28","28015","Auneau",,
"28014","Aunay-sous-Crécy","24","28","28134","Dreux",,
"28015","Auneau","24","28","28015","Auneau",,
"28016","Les Autels-Villevillon","24","28","28061","Brou",,
"28017","Autheuil","24","28","28103","Cloyes-sur-le-Loir",,
"28018","Authon-du-Perche","24","28","28280","Nogent-le-Rotrou",,
"28019","Baigneaux","24","28","28199","Janville",,
"28020","Baignolet","24","28","28422","Voves",,
"28021","Bailleau-le-Pin","24","28","28085","Chartres",,
"28022","Bailleau-l'Évêque","24","28","28085","Chartres",,
"28023","Bailleau-Armenonville","24","28","28140","Épernon",,
"28024","Barjouville","24","28","28085","Chartres",,
"28025","Barmainville","24","28","91016","Angerville",,
"28026","Baudreville","24","28","91016","Angerville",,
"28027","La Bazoche-Gouet","24","28","28061","Brou",,
"28028","Bazoches-en-Dunois","24","28","45248","Patay",,
"28029","Bazoches-les-Hautes","24","28","28199","Janville",,
"28030","Beauche","24","28","27679","Verneuil-sur-Avre",,
"28031","Beaumont-les-Autels","24","28","28280","Nogent-le-Rotrou",,
"28032","Beauvilliers","24","28","28422","Voves",,
"28033","Belhomert-Guéhouville","24","28","28214","La Loupe",,
"28034","Berchères-Saint-Germain","24","28","28227","Maintenon",,
"28035","Berchères-les-Pierres","24","28","28085","Chartres",,
"28036","Berchères-sur-Vesgre","24","28","78310","Houdan",,
"28037","Bérou-la-Mulotière","24","28","27679","Verneuil-sur-Avre",,
"28038","Béthonvilliers","24","28","28280","Nogent-le-Rotrou",,
"28039","Béville-le-Comte","24","28","28015","Auneau",,
"28040","Billancelles","24","28","28116","Courville-sur-Eure",,
"28041","Blandainville","24","28","28196","Illiers-Combray",,
"28042","Bleury","24","28","28015","Auneau",,
"28044","Boisgasson","24","28","28103","Cloyes-sur-le-Loir",,
"28045","Boissy-en-Drouais","24","28","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"28046","Boissy-lès-Perche","24","28","27679","Verneuil-sur-Avre",,
"28047","Boisville-la-Saint-Père","24","28","28422","Voves",,
"28048","La Bourdinière-Saint-Loup","24","28","28085","Chartres",,
"28049","Boncé","24","28","28085","Chartres",,
"28050","Boncourt","24","28","27230","Ézy-sur-Eure",,
"28051","Bonneval","24","28","28051","Bonneval",,
"28052","Bouglainval","24","28","28227","Maintenon",,
"28053","Le Boullay-les-Deux-Églises","24","28","28089","Châteauneuf-en-Thymerais",,
"28054","Le Boullay-Mivoye","24","28","28134","Dreux",,
"28055","Le Boullay-Thierry","24","28","28279","Nogent-le-Roi",,
"28056","Boutigny-Prouais","24","28","78310","Houdan",,
"28057","Bouville","24","28","28051","Bonneval",,
"28058","Bréchamps","24","28","28279","Nogent-le-Roi",,
"28059","Brezolles","24","28","27679","Verneuil-sur-Avre",,
"28060","Briconville","24","28","28085","Chartres",,
"28061","Brou","24","28","28061","Brou",,
"28062","Broué","24","28","78310","Houdan",,
"28063","Brunelles","24","28","28280","Nogent-le-Rotrou",,
"28064","Bû","24","28","78310","Houdan",,
"28065","Bullainville","24","28","28051","Bonneval",,
"28066","Bullou","24","28","28196","Illiers-Combray",,
"28067","Cernay","24","28","28116","Courville-sur-Eure",,
"28068","Challet","24","28","28227","Maintenon",,
"28069","Champagne","24","28","78310","Houdan",,
"28070","Champhol","24","28","28085","Chartres",,
"28071","Champrond-en-Gâtine","24","28","28214","La Loupe",,
"28072","Champrond-en-Perchet","24","28","28280","Nogent-le-Rotrou",,
"28073","Champseru","24","28","28015","Auneau",,
"28074","La Chapelle-d'Aunainville","24","28","28015","Auneau",,
"28075","La Chapelle-du-Noyer","24","28","28088","Châteaudun",,
"28076","La Chapelle-Forainvilliers","24","28","78310","Houdan",,
"28077","La Chapelle-Fortin","24","28","27679","Verneuil-sur-Avre",,
"28078","Chapelle-Guillaume","24","28","72373","Vibraye",,
"28079","Chapelle-Royale","24","28","28061","Brou",,
"28080","Charbonnières","24","28","28280","Nogent-le-Rotrou",,
"28081","Charonville","24","28","28196","Illiers-Combray",,
"28082","Charpont","24","28","28134","Dreux",,
"28083","Charray","24","28","28103","Cloyes-sur-le-Loir",,
"28084","Chartainvilliers","24","28","28227","Maintenon",,
"28085","Chartres","24","28","28085","Chartres",,
"28086","Chassant","24","28","28061","Brou",,
"28087","Châtaincourt","24","28","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"28088","Châteaudun","24","28","28088","Châteaudun",,
"28089","Châteauneuf-en-Thymerais","24","28","28089","Châteauneuf-en-Thymerais",,
"28090","Les Châtelets","24","28","27679","Verneuil-sur-Avre",,
"28091","Les Châtelliers-Notre-Dame","24","28","28196","Illiers-Combray",,
"28092","Châtenay","24","28","91016","Angerville",,
"28093","Châtillon-en-Dunois","24","28","28088","Châteaudun",,
"28094","Chaudon","24","28","28279","Nogent-le-Roi",,
"28095","Chauffours","24","28","28085","Chartres",,
"28096","La Chaussée-d'Ivry","24","28","27230","Ézy-sur-Eure",,
"28098","Cherisy","24","28","28134","Dreux",,
"28099","Chuisnes","24","28","28116","Courville-sur-Eure",,
"28100","Cintray","24","28","28085","Chartres",,
"28101","Civry","24","28","28088","Châteaudun",,
"28102","Clévilliers","24","28","28089","Châteauneuf-en-Thymerais",,
"28103","Cloyes-sur-le-Loir","24","28","28103","Cloyes-sur-le-Loir",,
"28104","Coltainville","24","28","28085","Chartres",,
"28105","Combres","24","28","28196","Illiers-Combray",,
"28106","Conie-Molitard","24","28","28051","Bonneval",,
"28107","Corancez","24","28","28085","Chartres",,
"28108","Cormainville","24","28","45248","Patay",,
"28109","Les Corvées-les-Yys","24","28","28196","Illiers-Combray",,
"28110","Le Coudray","24","28","28085","Chartres",,
"28111","Coudray-au-Perche","24","28","28280","Nogent-le-Rotrou",,
"28112","Coudreceau","24","28","28280","Nogent-le-Rotrou",,
"28113","Coulombs","24","28","28279","Nogent-le-Roi",,
"28114","Courbehaye","24","28","28422","Voves",,
"28115","Courtalain","24","28","28088","Châteaudun",,
"28116","Courville-sur-Eure","24","28","28116","Courville-sur-Eure",,
"28117","Crécy-Couvé","24","28","28134","Dreux",,
"28118","Croisilles","24","28","28279","Nogent-le-Roi",,
"28119","La Croix-du-Perche","24","28","28061","Brou",,
"28120","Crucey-Villages","24","28","27679","Verneuil-sur-Avre",,
"28121","Dambron","24","28","28199","Janville",,
"28122","Dammarie","24","28","28085","Chartres",,
"28123","Dampierre-sous-Brou","24","28","28061","Brou",,
"28124","Dampierre-sur-Avre","24","28","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"28126","Dancy","24","28","28051","Bonneval",,
"28127","Dangeau","24","28","28051","Bonneval",,
"28128","Dangers","24","28","28085","Chartres",,
"28129","Denonville","24","28","28015","Auneau",,
"28130","Digny","24","28","28089","Châteauneuf-en-Thymerais",,
"28132","Donnemain-Saint-Mamès","24","28","28088","Châteaudun",,
"28133","Douy","24","28","28088","Châteaudun",,
"28134","Dreux","24","28","28134","Dreux",,
"28135","Droue-sur-Drouette","24","28","28140","Épernon",,
"28136","Écluzelles","24","28","28134","Dreux",,
"28137","Écrosnes","24","28","28140","Épernon",,
"28139","Épeautrolles","24","28","28196","Illiers-Combray",,
"28140","Épernon","24","28","28140","Épernon",,
"28141","Ermenonville-la-Grande","24","28","28085","Chartres",,
"28142","Ermenonville-la-Petite","24","28","28196","Illiers-Combray",,
"28143","Escorpain","24","28","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"28144","Les Étilleux","24","28","28280","Nogent-le-Rotrou",,
"28145","Fains-la-Folie","24","28","28422","Voves",,
"28146","Faverolles","24","28","28279","Nogent-le-Roi",,
"28147","Favières","24","28","28089","Châteauneuf-en-Thymerais",,
"28148","Le Favril","24","28","28116","Courville-sur-Eure",,
"28149","La Ferté-Vidame","24","28","27679","Verneuil-sur-Avre",,
"28150","La Ferté-Villeneuil","24","28","28103","Cloyes-sur-le-Loir",,
"28151","Fessanvilliers-Mattanvilliers","24","28","27679","Verneuil-sur-Avre",,
"28153","Flacey","24","28","28051","Bonneval",,
"28154","Fontaine-la-Guyon","24","28","28116","Courville-sur-Eure",,
"28155","Fontaine-les-Ribouts","24","28","28089","Châteauneuf-en-Thymerais",,
"28156","Fontaine-Simon","24","28","28214","La Loupe",,
"28157","Fontenay-sur-Conie","24","28","28422","Voves",,
"28158","Fontenay-sur-Eure","24","28","28085","Chartres",,
"28159","La Framboisière","24","28","28373","Senonches",,
"28160","Francourville","24","28","28085","Chartres",,
"28161","Frazé","24","28","28061","Brou",,
"28162","Fresnay-le-Comte","24","28","28085","Chartres",,
"28163","Fresnay-le-Gilmert","24","28","28085","Chartres",,
"28164","Fresnay-l'Évêque","24","28","28199","Janville",,
"28165","Frétigny","24","28","28280","Nogent-le-Rotrou",,
"28166","Friaize","24","28","28116","Courville-sur-Eure",,
"28167","Fruncé","24","28","28116","Courville-sur-Eure",,
"28168","Gallardon","24","28","28140","Épernon",,
"28169","Garancières-en-Beauce","24","28","28015","Auneau",,
"28170","Garancières-en-Drouais","24","28","28134","Dreux",,
"28171","Garnay","24","28","28134","Dreux",,
"28172","Gas","24","28","28140","Épernon",,
"28173","Gasville-Oisème","24","28","28085","Chartres",,
"28175","La Gaudaine","24","28","28280","Nogent-le-Rotrou",,
"28176","Le Gault-Saint-Denis","24","28","28051","Bonneval",,
"28177","Gellainville","24","28","28085","Chartres",,
"28178","Germainville","24","28","28134","Dreux",,
"28179","Germignonville","24","28","28422","Voves",,
"28180","Gilles","24","28","27230","Ézy-sur-Eure",,
"28182","Gohory","24","28","28061","Brou",,
"28183","Gommerville","24","28","91016","Angerville",,
"28184","Gouillons","24","28","28015","Auneau",,
"28185","Goussainville","24","28","78310","Houdan",,
"28187","Guainville","24","28","27230","Ézy-sur-Eure",,
"28188","Le Gué-de-Longroi","24","28","28015","Auneau",,
"28189","Guilleville","24","28","28199","Janville",,
"28190","Guillonville","24","28","45248","Patay",,
"28191","Hanches","24","28","28140","Épernon",,
"28192","Happonvilliers","24","28","28196","Illiers-Combray",,
"28193","Havelu","24","28","78310","Houdan",,
"28194","Houville-la-Branche","24","28","28085","Chartres",,
"28195","Houx","24","28","28227","Maintenon",,
"28196","Illiers-Combray","24","28","28196","Illiers-Combray",,
"28197","Intréville","24","28","91016","Angerville",,
"28198","Jallans","24","28","28088","Châteaudun",,
"28199","Janville","24","28","28199","Janville",,
"28200","Jaudrais","24","28","28373","Senonches",,
"28201","Jouy","24","28","28085","Chartres",,
"28202","Lamblore","24","28","27679","Verneuil-sur-Avre",,
"28203","Landelles","24","28","28116","Courville-sur-Eure",,
"28204","Langey","24","28","28103","Cloyes-sur-le-Loir",,
"28205","Lanneray","24","28","28088","Châteaudun",,
"28206","Laons","24","28","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"28207","Léthuin","24","28","28015","Auneau",,
"28208","Levainville","24","28","28015","Auneau",,
"28209","Lèves","24","28","28085","Chartres",,
"28210","Levesville-la-Chenard","24","28","28199","Janville",,
"28211","Logron","24","28","28061","Brou",,
"28212","Loigny-la-Bataille","24","28","45248","Patay",,
"28213","Lormaye","24","28","28279","Nogent-le-Roi",,
"28214","La Loupe","24","28","28214","La Loupe",,
"28215","Louville-la-Chenard","24","28","28422","Voves",,
"28216","Louvilliers-en-Drouais","24","28","28134","Dreux",,
"28217","Louvilliers-lès-Perche","24","28","27679","Verneuil-sur-Avre",,
"28218","Lucé","24","28","28085","Chartres",,
"28219","Luigny","24","28","28061","Brou",,
"28220","Luisant","24","28","28085","Chartres",,
"28221","Lumeau","24","28","45248","Patay",,
"28222","Luplanté","24","28","28085","Chartres",,
"28223","Luray","24","28","28134","Dreux",,
"28224","Lutz-en-Dunois","24","28","28088","Châteaudun",,
"28225","Magny","24","28","28196","Illiers-Combray",,
"28226","Maillebois","24","28","27679","Verneuil-sur-Avre",,
"28227","Maintenon","24","28","28227","Maintenon",,
"28229","Mainvilliers","24","28","28085","Chartres",,
"28230","Maisons","24","28","28015","Auneau",,
"28231","La Mancelière","24","28","27679","Verneuil-sur-Avre",,
"28232","Manou","24","28","28214","La Loupe",,
"28233","Marboué","24","28","28088","Châteaudun",,
"28234","Marchéville","24","28","28196","Illiers-Combray",,
"28235","Marchezais","24","28","78310","Houdan",,
"28236","Margon","24","28","28280","Nogent-le-Rotrou",,
"28237","Marolles-les-Buis","24","28","28280","Nogent-le-Rotrou",,
"28239","Marville-Moutiers-Brûlé","24","28","28134","Dreux",,
"28240","Meaucé","24","28","28214","La Loupe",,
"28241","Le Mée","24","28","28088","Châteaudun",,
"28242","Méréglise","24","28","28196","Illiers-Combray",,
"28243","Mérouville","24","28","91016","Angerville",,
"28245","Meslay-le-Grenet","24","28","28085","Chartres",,
"28246","Meslay-le-Vidame","24","28","28422","Voves",,
"28247","Le Mesnil-Simon","24","28","27230","Ézy-sur-Eure",,
"28248","Le Mesnil-Thomas","24","28","28373","Senonches",,
"28249","Mévoisins","24","28","28227","Maintenon",,
"28250","Mézières-au-Perche","24","28","28196","Illiers-Combray",,
"28251","Mézières-en-Drouais","24","28","28134","Dreux",,
"28252","Miermaigne","24","28","28061","Brou",,
"28253","Mignières","24","28","28085","Chartres",,
"28254","Mittainvilliers","24","28","28116","Courville-sur-Eure",,
"28255","Moinville-la-Jeulin","24","28","28015","Auneau",,
"28256","Moléans","24","28","28088","Châteaudun",,
"28257","Mondonville-Saint-Jean","24","28","28015","Auneau",,
"28258","Montainville","24","28","28422","Voves",,
"28259","Montboissier","24","28","28051","Bonneval",,
"28260","Montharville","24","28","28051","Bonneval",,
"28261","Montigny-le-Chartif","24","28","28196","Illiers-Combray",,
"28262","Montigny-le-Gannelon","24","28","28103","Cloyes-sur-le-Loir",,
"28263","Montigny-sur-Avre","24","28","27679","Verneuil-sur-Avre",,
"28264","Montireau","24","28","28214","La Loupe",,
"28265","Montlandon","24","28","28214","La Loupe",,
"28267","Montreuil","24","28","28134","Dreux",,
"28268","Morainville","24","28","28015","Auneau",,
"28269","Morancez","24","28","28085","Chartres",,
"28270","Moriers","24","28","28051","Bonneval",,
"28271","Morvilliers","24","28","27679","Verneuil-sur-Avre",,
"28272","Mottereau","24","28","28061","Brou",,
"28273","Moulhard","24","28","28061","Brou",,
"28274","Moutiers","24","28","28422","Voves",,
"28275","Néron","24","28","28227","Maintenon",,
"28276","Neuvy-en-Beauce","24","28","28199","Janville",,
"28277","Neuvy-en-Dunois","24","28","28422","Voves",,
"28278","Nogent-le-Phaye","24","28","28085","Chartres",,
"28279","Nogent-le-Roi","24","28","28279","Nogent-le-Roi",,
"28280","Nogent-le-Rotrou","24","28","28280","Nogent-le-Rotrou",,
"28281","Nogent-sur-Eure","24","28","28085","Chartres",,
"28282","Nonvilliers-Grandhoux","24","28","28196","Illiers-Combray",,
"28283","Nottonville","24","28","28051","Bonneval",,
"28284","Oinville-Saint-Liphard","24","28","28199","Janville",,
"28285","Oinville-sous-Auneau","24","28","28015","Auneau",,
"28286","Ollé","24","28","28085","Chartres",,
"28287","Orgères-en-Beauce","24","28","45248","Patay",,
"28288","Orlu","24","28","91016","Angerville",,
"28289","Ormoy","24","28","28279","Nogent-le-Roi",,
"28290","Orrouer","24","28","28116","Courville-sur-Eure",,
"28291","Ouarville","24","28","28015","Auneau",,
"28292","Ouerre","24","28","28279","Nogent-le-Roi",,
"28293","Oulins","24","28","27230","Ézy-sur-Eure",,
"28294","Oysonville","24","28","91016","Angerville",,
"28295","Ozoir-le-Breuil","24","28","28088","Châteaudun",,
"28296","Péronville","24","28","45248","Patay",,
"28297","Pézy","24","28","28422","Voves",,
"28298","Pierres","24","28","28227","Maintenon",,
"28299","Les Pinthières","24","28","28279","Nogent-le-Roi",,
"28300","Poinville","24","28","28199","Janville",,
"28301","Poisvilliers","24","28","28085","Chartres",,
"28302","Pontgouin","24","28","28116","Courville-sur-Eure",,
"28303","Poupry","24","28","28199","Janville",,
"28304","Prasville","24","28","28422","Voves",,
"28305","Pré-Saint-Évroult","24","28","28051","Bonneval",,
"28306","Pré-Saint-Martin","24","28","28051","Bonneval",,
"28308","Prudemanche","24","28","28348","Saint-Lubin-des-Joncherets - Nonancourt",,
"28309","Prunay-le-Gillon","24","28","28085","Chartres",,
"28310","La Puisaye","24","28","27679","Verneuil-sur-Avre",,
"28311","Le Puiset","24","28","28199","Janville",,
"28312","Puiseux","24","28","28134","Dreux",,
"28313","Réclainville","24","28","28422","Voves",,
"28314","Les Ressuintes","24","28","27679","Verneuil-sur-Avre",,
"28315","Revercourt","24","28","27679","Verneuil-sur-Avre",,
"28316","Rohaire","24","28","27679","Verneuil-sur-Avre",,
"28317","Roinville","24","28","28015","Auneau",,
"28318","Romilly-sur-Aigre","24","28","28103","Cloyes-sur-le-Loir",,
"28319","Rouvray-Saint-Denis","24","28","91016","Angerville",,
"28320","Rouvray-Saint-Florentin","24","28","28422","Voves",,
"28321","Rouvres","24","28","27230","Ézy-sur-Eure",,
"28322","Rueil-la-Gadelière","24","28","27679","Verneuil-sur-Avre",,
"28323","Saint-Ange-et-Torçay","24","28","28089","Châteauneuf-en-Thymerais",,
"28324","Saint-Arnoult-des-Bois","24","28","28116","Courville-sur-Eure",,
"28325","Saint-Aubin-des-Bois","24","28","28085","Chartres",,
"28326","Saint-Avit-les-Guespières","24","28","28196","Illiers-Combray",,
"28327","Saint-Bomer","24","28","28280","Nogent-le-Rotrou",,
"28329","Saint-Christophe","24","28","28051","Bonneval",,
"28330","Saint-Cloud-en-Dunois","24","28","28088","Châteaudun",,
"28331","Saint-Denis-d'Authou","24","28","28280","Nogent-le-Rotrou",,
"28332","Sainte-Gemme-Moronval","24","28","28134","Dreux",,
"28333","Saint-Denis-des-Puits","24","28","28116","Courville-sur-Eure",,
